"","CodigoPostal","Barrio","TipoPropiedad","TipoAlquiler","MaxOcupantes","NumBanyos","NumDormitorios","NumCamas","TipoCama","Comodidades","PiesCuadrados","Precio","Puntuacion","MetrosCuadrados"
"1775","28002","Prosperidad","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Kitchen,Buzzer/wireless intercom,Heating,Washer",NA,75,NA,NA
"1776","28002","Prosperidad","Loft","Entire home/apt",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,50,88,NA
"1777","28002","Ciudad Jardín","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,90,NA
"1778","28002","Ciudad Jardín","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Iron",NA,40,100,NA
"1779","28002","Ciudad Jardín","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,95,NA,NA
"1780","28002","Ciudad Jardín","Apartment","Entire home/apt",3,2,1,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron",NA,85,NA,NA
"1781","28036","Hispanoamérica","Apartment","Entire home/apt",5,1,2,4,"Real Bed","TV,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,100,90,NA
"1782","28016","Hispanoamérica","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",NA,46,NA,NA
"1783","28036","Castilla","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Pool,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Laptop friendly workspace",NA,32,97,NA
"1784","28039","Bellas Vistas","Apartment","Entire home/apt",4,1,1,1,"Real Bed","Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers",NA,32,80,NA
"1785","28003","Bellas Vistas","House","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Doorman,Breakfast,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,NA,NA
"1786","28020","Cuatro Caminos","Apartment","Entire home/apt",4,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Breakfast,Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,120,100,NA
"1787","28020","Cuatro Caminos","Apartment","Private room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Washer,24-hour check-in",NA,45,95,NA
"1788","28020","Cuatro Caminos","Apartment","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,25,98,NA
"1789","28020","Cuatro Caminos","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Wireless Internet,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,76,92,NA
"1790","28020","Cuatro Caminos","Apartment","Entire home/apt",2,2,2,2,"Real Bed","Wireless Internet,Kitchen,Free parking on premises,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,17,98,NA
"1791","28020","Cuatro Caminos","House","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Pool,Kitchen,Elevator in building,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,68,NA,NA
"1792","28020","Castillejos","Apartment","Private room",2,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry",NA,79,100,NA
"1793","28020","Castillejos","Apartment","Private room",2,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace",NA,23,93,NA
"1794","28015","Arapiles","Apartment","Entire home/apt",7,1,4,4,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Family/kid friendly,Washer,Essentials,Hangers",NA,75,NA,NA
"1795","28015","Arapiles","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,30,NA,NA
"1796","28015","Arapiles","Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron",NA,20,100,NA
"1797","28015","Arapiles","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Wheelchair accessible,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,35,NA,NA
"1798","28010","Trafalgar","Apartment","Private room",2,1,1,1,"Real Bed","Smoking allowed,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,NA,NA
"1799",NA,"Trafalgar","Apartment","Entire home/apt",2,1,0,1,"Real Bed","Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,47,80,NA
"1800","28010","Trafalgar","Condominium","Private room",2,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,55,NA,NA
"1801","28010","Trafalgar","Apartment","Entire home/apt",4,1,2,2,"Real Bed","Wireless Internet,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,52,88,NA
"1802","28010","Trafalgar","Loft","Private room",2,1,1,1,"Pull-out Sofa","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,36,89,NA
"1803","28010","Trafalgar","Condominium","Private room",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Washer,Essentials,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,NA,NA
"1804","28010","Trafalgar","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer",NA,55,65,NA
"1805","28010","Trafalgar","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Iron",NA,115,NA,NA
"1806","28010","Trafalgar","Apartment","Private room",9,3,4,9,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,23,83,NA
"1807","28010","Trafalgar","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Washer,Essentials",NA,180,NA,NA
"1808","28010","Trafalgar","Apartment","Entire home/apt",5,2,2,4,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,73,95,NA
"1809","28010","Trafalgar","Condominium","Entire home/apt",2,1.5,1,1,"Futon","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Washer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,70,90,NA
"1810",NA,"Trafalgar","House","Entire home/apt",4,2,2,2,"Real Bed","Wireless Internet,Air conditioning,Doorman,Gym,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron",NA,250,NA,NA
"1811","28010","Trafalgar","Loft","Entire home/apt",4,1,2,2,"Futon","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,90,88,NA
"1812","28010","Almagro","Apartment","Entire home/apt",6,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,71,NA,NA
"1813","28010","Almagro","Apartment","Entire home/apt",3,1,0,1,"Real Bed","TV,Wireless Internet,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,59,85,NA
"1814","28004","Universidad","Apartment","Private room",2,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer",108,30,NA,10.033524
"1815","28004","Universidad","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox",NA,30,91,NA
"1816","28004","Universidad","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,80,96,NA
"1817","28015","Universidad","Apartment","Entire home/apt",4,1,1,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50",NA,60,95,NA
"1818","28004","Universidad","House","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,First aid kit,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,34,98,NA
"1819","28004","Universidad","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,NA,NA
"1820","28013","Sol","Apartment","Private room",1,4,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,Dryer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,36,NA,NA
"1821","28013","Sol","Apartment","Entire home/apt",5,1,1,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer",NA,110,91,NA
"1822","28012","Sol","Condominium","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Pets allowed,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman Entry,Private entrance",NA,50,96,NA
"1823","28013","Sol","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,39,87,NA
"1824","28013","Sol","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,70,95,NA
"1825","28012","Sol","Apartment","Entire home/apt",12,2,2,10,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",NA,98,96,NA
"1826","28012","Sol","Apartment","Entire home/apt",4,1,1,4,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,78,97,NA
"1827","28012","Sol","Apartment","Entire home/apt",6,1,2,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,78,91,NA
"1828","28020","Castillejos","Serviced apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,100,NA,NA
"1829","28020","Castillejos","Apartment","Entire home/apt",6,1,2,2,"Real Bed","TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Safety card,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace",NA,40,90,NA
"1830","28003","Vallehermoso","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Free parking on premises,Gym,Breakfast,Elevator in building,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,136,NA,NA
"1831","28003","Vallehermoso","Apartment","Entire home/apt",4,1,1,1,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,49,80,NA
"1832","28003","Vallehermoso","Apartment","Entire home/apt",4,2,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Heating,Washer,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,80,100,NA
"1833","28003","Vallehermoso","Apartment","Entire home/apt",1,1,1,2,"Pull-out Sofa","TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer",NA,75,NA,NA
"1834","28029","Almenara","Apartment","Entire home/apt",5,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron",NA,54,68,NA
"1835","28029","Almenara","Loft","Entire home/apt",4,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron",484,52,80,44.965052
"1836","28029","Almenara","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,translation missing: en.hosting_amenity_50",NA,20,NA,NA
"1837","28039","Valdeacederas","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo",646,30,NA,60.015338
"1838","28029","Valdeacederas","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer",NA,30,91,NA
"1839","28039","Berruguete","Apartment","Private room",2,1.5,1,1,"Real Bed","Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials",NA,30,100,NA
"1840","28039","Berruguete","Loft","Entire home/apt",2,1,1,1,"Real Bed","Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,49,91,NA
"1841","28039","Berruguete","House","Entire home/apt",4,2,1,2,"Real Bed","Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",NA,70,100,NA
"1842","28039","Berruguete","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Dryer,Safety card,Essentials,Shampoo",NA,35,NA,NA
"1843","28015","Gaztambide","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Hot tub,Buzzer/wireless intercom,Heating,Washer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,43,100,NA
"1844","28008","Gaztambide","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,58,93,NA
"1845","28015","Gaztambide","Apartment","Entire home/apt",4,1,1,2,"Real Bed","Family/kid friendly",NA,100,90,NA
"1846","28015","Gaztambide","Apartment","Entire home/apt",4,1,1,2,"Real Bed","Family/kid friendly,translation missing: en.hosting_amenity_50",NA,47,NA,NA
"1847","28015","Gaztambide","Apartment","Private room",2,1,1,1,"Real Bed","Wireless Internet,Elevator in building,Family/kid friendly,Essentials,Shampoo,translation missing: en.hosting_amenity_50",NA,35,93,NA
"1848","28015","Gaztambide","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,58,96,NA
"1849","28015","Gaztambide","Apartment","Entire home/apt",3,1,0,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Hot tub,Smoke detector,Shampoo,Hangers",NA,95,NA,NA
"1850","28015","Gaztambide","Apartment","Private room",3,1,1,2,"Real Bed","Family/kid friendly",NA,28,NA,NA
"1851","28015","Gaztambide","Apartment","Private room",1,2,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room",NA,14,96,NA
"1852","28015","Gaztambide","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,86,NA
"1853","28015","Arapiles","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials",NA,79,98,NA
"1854","28015","Arapiles","Apartment","Private room",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,30,100,NA
"1855","28005","Palacio","Apartment","Private room",6,1,1,5,"Real Bed","Internet,Wireless Internet,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,44,84,NA
"1856","28013","Palacio","Bed & Breakfast","Private room",1,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Breakfast,Washer,Essentials",NA,95,NA,NA
"1857",NA,"Palacio","Loft","Entire home/apt",2,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman Entry",NA,55,80,NA
"1858","28013","Palacio","Apartment","Entire home/apt",9,2,4,7,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",0,135,89,0
"1859","28005","Palacio","Bed & Breakfast","Private room",4,1,1,2,"Real Bed","Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,39,86,NA
"1860","28005","Palacio","Apartment","Entire home/apt",3,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo",NA,53,91,NA
"1861","28005","Palacio","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo",NA,70,98,NA
"1862","28005","Palacio","Apartment","Entire home/apt",3,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,100,100,NA
"1863","28013","Palacio","Apartment","Entire home/apt",11,4,6,9,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,450,100,NA
"1864","28013","Palacio","Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,25,NA,NA
"1865","28013","Palacio","Apartment","Private room",4,1,1,3,"Real Bed","Wireless Internet,Kitchen,Pets live on this property,Cat(s),Elevator in building,Heating,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,35,100,NA
"1866","28013","Palacio","Apartment","Entire home/apt",8,2,3,6,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer",NA,150,91,NA
"1867","28013","Palacio","Apartment","Entire home/apt",6,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,104,96,NA
"1868","28005","Palacio","Apartment","Private room",4,1,1,2,"Real Bed","Cable TV,Wireless Internet,Kitchen,Elevator in building,Heating,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,69,100,NA
"1869","28005","Palacio","Apartment","Entire home/apt",6,1.5,2,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo",NA,80,40,NA
